,s1,s2,score_gold,rank_gold,score_WRD,rank_WRD,score_COS,rank_COS,score_ROTS4,rank_ROTS4,score_ROTSmean,rank_ROTSmean,SCORE_SELECTION,RANK_SELECTION
715,you probably don 't have any chance at the moment .,"saying "" thanks , i don 't have any questions at the moment . """,0,71,0.490969608,572,0.528510941,392,0.595566631,408,0.552686144,391,-0.171652713,148
345,a man and woman are posing for the camera .,a cat sitting on sand looking up at the camera .,1.4,352,0.273651118,161,0.427238133,275,0.442704873,256,0.434056768,265,-0.171822732,76
1006,authorities said the scientist properly quarantined himself at home after he developed sars symptoms dec. 10 .,"the scientist also quarantined himself at home as soon as he developed sars symptoms , officials said .",4.2,1169,0.723305674,1156,0.857017906,1195,0.993712138,1186,0.910139179,1178,-0.173712045,5
734,"if you are not sure how to do it , don 't do it at all .","if you do not have a very strong scientific reason to do it , don 't .",2,489,0.459834851,478,0.531833942,399,0.583245708,392,0.55159575,386,-0.174822624,-93
865,you don 't have to worry .,you don 't have to do anything to season it .,0,94,0.487031981,558,0.545126306,424,0.603544138,421,0.571355883,422,-0.174929989,140
415,two children splashing in the water .,two dolphins jumping into the water .,1.4,356,0.335551179,257,0.47288346,320,0.492430689,295,0.481100496,300,-0.176426738,13
578,a group of people are wearing police uniforms conducting an arrest .,a group of police officers are wearing protection .,2.8,691,0.477446934,529,0.624745618,592,0.722302077,645,0.668983072,624,-0.17730547,169
47,a man is cutting paper with a sword .,a woman is cutting a tomato .,0.6,189,0.365466708,295,0.410319142,263,0.476650181,275,0.443059399,273,-0.177514512,8
562,a kid is talking in class .,a girl is going to class .,1.8,425,0.463274229,487,0.511721871,366,0.576475512,379,0.543708854,377,-0.177954924,29
14,a man is slicing a tomato .,a man is slicing a bun .,2,441,0.579562116,803,0.580657271,496,0.669579413,527,0.624611558,520,-0.178939439,245
935,it has a margin of error of plus or minus 4 percentage points .,that poll had 712 likely voters and sampling error of plus or minus 3.7 percentage points .,2.5,611,0.478726585,535,0.661877871,704,0.681608996,549,0.667973783,622,-0.180066707,45
344,a black and white cow in a pen with hay .,black and white cows behind a fence .,2.8,679,0.499246901,597,0.614339186,575,0.707970815,620,0.660436817,603,-0.180849345,68
1260,us stock futures edge up ahead of jobs report,"stock futures edge higher , all eyes on fed",3,786,0.493278168,580,0.64624552,656,0.766926825,740,0.702002662,707,-0.180886298,244
612,a group of kids are having a jumping contest .,a group of kids are having a sleepover .,1.2,328,0.51562417,631,0.539950313,414,0.61858265,441,0.576678401,429,-0.181590817,163
944,the consensus estimate of analysts polled by thomson first call called for a profit of $ 1.70 per share .,"analysts polled by reuters research , a unit of reuters group plc , on average forecast profit of $ 1.69 per share .",2.5,612,0.489997853,568,0.651498809,679,0.671975426,529,0.6570846,591,-0.182449897,-55
1146,"jaguar to create 1,100 jobs in uk","royal mail to create 1,000 jobs",1.25,343,0.531549972,678,0.554774524,441,0.634755018,470,0.587827031,445,-0.18318554,179
251,a moped in front of steps of ruins .,a moped in front of ruins .,4.4,1192,0.745111824,1190,0.861226369,1204,1.048850958,1267,0.949179895,1248,-0.184040109,-136
632,you should do it .,you should do what it says .,3,730,0.530470377,674,0.68026156,752,0.767435245,742,0.722880886,762,-0.185079307,54
289,this a picture of the countryside with a large city in the background .,there are some black cattle in a grassy plain with a large tree in the background .,0.6,191,0.286511313,172,0.398115574,254,0.434977621,249,0.413216472,252,-0.185328355,-34
288,a small brown birds is eating from a bird feeder hanging from a tree .,a small bird perches on the bird feeder hanging from the tree .,3.8,997,0.711272686,1121,0.849776911,1178,0.922159491,1066,0.875930145,1108,-0.185814758,167
1103,""" in so many different ways , the artistry of black musicians has conveyed the experience of black americans throughout our history , "" bush said .","surrounded by singers from harlem , bush said : ' ' the artistry of black musicians has conveyed the experience of black americans throughout our history .",4.25,1186,0.760562156,1219,0.847119665,1173,0.989142562,1178,0.901327662,1160,-0.185966946,30
1125,"worldcom 's accounting problems came to light early last year , and the company filed for bankruptcy in july 2002 , citing massive accounting irregularities .","worldcom 's financial troubles came to light last year and the company subsequently filed for bankruptcy in july , 2002 .",3.857,1040,0.654155599,1000,0.801465016,1064,0.938880886,1101,0.862682088,1080,-0.187652356,-58
799,"yes , it is possible to publish a paper on model analysis .","yes , it is hard to publish in a peer reviewed journal .",1,280,0.43919913,425,0.498046234,348,0.562505859,363,0.527813233,355,-0.187766354,47
49,the ballerina is dancing .,a man is dancing .,1.75,409,0.459919055,479,0.598597874,536,0.623437685,449,0.610915506,494,-0.188358441,117
281,a person driving a cart pulled by a bicycle .,a man wearing a dust mask riding a three wheeled bicycle .,1.2,316,0.313316746,219,0.476067875,328,0.489174618,290,0.481363067,301,-0.188964615,57
803,you don 't have to know .,other than that you don 't have a tax issue .,0,86,0.350507266,281,0.441961672,290,0.49095651,293,0.464138957,291,-0.189444081,-15
544,two women give a demonstration at a renaissance fair .,two people are doing a demonstration at a renaissance fair .,4.2,1163,0.716322228,1136,0.807176801,1080,1.013564967,1220,0.901745724,1161,-0.190628963,-4
1167,asian stocks rise after greek vote eases fears,oil rises after greek election result,1.4,367,0.34541667,271,0.415677528,267,0.476306488,274,0.440786758,271,-0.191518778,10
1268,the foundations of south africa are built on nelson mandela 's memory,australian politicians lament over nelson mandela 's death,1.3,344,0.370654908,299,0.464744835,310,0.513730342,308,0.487280727,310,-0.192060941,7
624,a group of teenagers in red shirts are smiling .,a group of people are wearing orange shirts .,1.2,329,0.533933193,682,0.635109423,629,0.680662015,547,0.653402642,584,-0.192281413,217
85,a woman peels garlic with her hands .,the woman is slicing herbs .,1,244,0.314346114,222,0.413550471,265,0.460175509,266,0.436549058,268,-0.192454433,-1
139,a group of people are sweeping water out of a house .,people are sweeping water out of a house .,5,1291,0.838898101,1314,0.932734119,1328,1.210528035,1372,1.067340034,1366,-0.192688291,-102
1372,us senate votes to advance iran nuclear review bill,us scientists praise iran nuclear deal,1,305,0.406669262,361,0.492123128,343,0.545853424,343,0.513836896,340,-0.192914458,18
1136,nigeria mourns over 193 people killed in plane crash,nigeria opens probe into deadly air crash,1.6,400,0.375742542,306,0.422000611,272,0.495385029,298,0.456686057,285,-0.193026905,18
1342,luxembourg pm quits amid spying scandal,luxembourg votes after spying row,2.2,568,0.406939142,362,0.483646011,334,0.574953433,375,0.524765454,351,-0.193199997,54
1135,hurricane isaac moves inland after landfall,hurricane isaac batters us coast near new orleans,2.4,601,0.414573713,374,0.613221904,572,0.675978207,540,0.641334926,556,-0.193308224,134
913,"a rebel who was captured said more than 2,000 insurgents were involved in the attack .","a captured rebel said 2,100 combatants had been involved in the offensive .",3.5,905,0.616595681,911,0.714744199,834,0.845872094,900,0.772992158,869,-0.193595669,67
363,a black train moves down the tracks .,a long train is on train tracks .,2.8,680,0.48287189,551,0.719264175,844,0.775133337,759,0.740678018,801,-0.193874389,135
152,a man is riding a horse by a creek .,a man is riding a horse .,4,1044,0.694975661,1084,0.838182466,1156,0.968609383,1147,0.902263288,1163,-0.194011961,-54
103,a man is riding a white horse on an enclosed ground .,someone is riding a horse .,2.6,617,0.421094899,389,0.678156569,744,0.745649053,693,0.710326976,731,-0.194236436,203
1269,"ukraine protest leaders name ministers , russian troops on alert",ukraine refuses to act against russian ' provocation',1.2,334,0.311576338,215,0.429711883,278,0.468036231,268,0.444492078,276,-0.194784242,43
1305,prince harry pays tribute to us war dead,us presidents pay tribute to mandela,0.4,174,0.389657132,331,0.455769523,299,0.520764247,314,0.485682462,309,-0.196101839,2
5,a woman is cutting onions .,a woman is cutting tofu .,1.8,412,0.629536528,942,0.598574123,535,0.712316504,626,0.654921924,589,-0.196522358,225
400,a brown and white dog is walking up snowy steps .,a black and white dog frolics in the snow .,2.6,627,0.466228577,494,0.599159609,541,0.684815385,560,0.63856452,549,-0.196699737,85
778,i think you 've pretty much done your review .,you 've pretty much answered your own question .,2,497,0.572302642,783,0.613620166,573,0.691443165,583,0.643158634,562,-0.196963522,190
999,"u.s. troops encountered no resistance during the five-hour sweep near tikrit , saddam hussein 's hometown and the center of a region of baath party supporters .",tikrit is saddam hussein 's hometown and the region around it is known as a hotbed of baath party supporters and former high-ranking iraqi military officials .,2.25,572,0.536051121,692,0.686483492,770,0.709858856,622,0.693257793,684,-0.197183099,218
728,i don 't think that there 's any .,i don 't think there is any universal term .,3,740,0.541964921,710,0.628931744,611,0.742106536,683,0.680104852,646,-0.197246249,45
143,a polar bear is running towards a group of walruses .,a polar bear is chasing a group of walruses .,4.2,1150,0.743685914,1185,0.842545716,1162,0.98812661,1174,0.909972686,1177,-0.197393418,-1
605,the two boys are playing kick ball back and forth to each other .,the players are kicking each other while attempting to kick the ball .,3,727,0.548877168,726,0.647669137,661,0.74818687,699,0.692323259,679,-0.197581771,11
226,three boys in karate costumes are fighting .,three men are practicing karate moves in a field .,1.25,339,0.385587501,325,0.515361853,371,0.54957401,346,0.52940621,361,-0.198198667,32
9,a man is playing a guitar .,a man is playing a trumpet .,1.714,407,0.645018673,972,0.644880077,653,0.744147283,689,0.693790636,686,-0.198395816,247
10,a man is playing a guitar .,a man is playing a trumpet .,1.714,408,0.645018673,973,0.644880077,654,0.744147283,690,0.693790636,687,-0.198395816,247
405,a young boy wearing a red winter coat is eating and holding up a candy bar .,a young boy wearing a red coat eats a chocolate bar .,4,1065,0.675538151,1048,0.81533166,1103,0.969146168,1149,0.88415058,1126,-0.198498827,-113
957,"the dollar was at 117.85 yen against the japanese currency , up 0.1 percent .","against the swiss franc the dollar was at 1.3289 francs , up 0.5 percent on the day .",1.333,348,0.553528052,743,0.612865119,569,0.682750618,553,0.645701019,572,-0.199108065,206
774,i think there isn 't a general answer .,i don 't think there is an answer for this .,4,1100,0.704169953,1104,0.841599468,1160,0.968429307,1146,0.895269501,1149,-0.199429099,-28
1058,"those conversations had not taken place as of tuesday night , according to an oracle spokeswoman .","those talks have not taken place , according to an oracle spokeswoman .",4,1129,0.685994099,1065,0.780267101,998,0.966672566,1142,0.868775668,1096,-0.199606331,169
927,lawtey is not the first faith-based program in florida 's prison system .,but lawtey is the first entire prison to take that path .,1.25,341,0.310518165,212,0.436423926,286,0.473334322,273,0.449707605,279,-0.199726553,48
206,a man tries to feed a mouse to a snake .,a man is teasing a snake with a mouse .,3.2,800,0.583066107,818,0.653204647,684,0.775055742,758,0.706991373,721,-0.199972944,50
424,two dogs play in the grass .,two tan dogs play in the snow .,2.6,628,0.493747363,582,0.577400344,492,0.662409209,512,0.617651383,504,-0.201165436,-50
51,a woman is slicing some tomatoes .,a woman is chopping a potato .,1.4,350,0.45624565,470,0.511770569,367,0.584658108,395,0.547731364,381,-0.201299996,47
663,you might have to try a variety before you find one that clicks with him .,my advice would be to try a variety of coffees that you can afford and find one you like .,2,471,0.427303099,401,0.532370722,400,0.580798799,386,0.549501185,382,-0.201923777,-29
20,a woman is cutting tofu .,a woman is cutting an onion .,2.4,576,0.595139456,849,0.568864718,474,0.683143277,555,0.625382587,523,-0.202282381,333
1235,"syria rejects us , uk chemical arms claims",us suspects syria used chemical weapons,2.6,652,0.481909028,550,0.583950432,503,0.672441013,532,0.622318883,511,-0.202840622,11
792,it looks to me that this is set up for what you want :,it is up to you whether you want to do that .,2,500,0.43052305,405,0.560146068,451,0.597075272,411,0.573394312,424,-0.203481426,-34
1180,east timor votes in presidential election,venezuelans urged to vote in presidential election,1,296,0.508016486,618,0.613884315,574,0.66320239,513,0.636231426,540,-0.204503979,166
692,you answered your own question .,you have answered your own question .,5,1321,0.940696289,1363,0.993084458,1367,1.135395255,1347,1.056961288,1361,-0.204571257,36
385,two dogs play in the grass .,two dogs playing in the snow .,2.8,681,0.598147141,860,0.620371009,586,0.711668873,625,0.664769249,616,-0.204819597,162
254,a person wearing a helmet rides a bike near a white structure .,a girl wearing black shorts and boots is standing next to a blue motorcycle .,1.2,314,0.332861153,251,0.475946431,326,0.506883795,305,0.48738901,311,-0.204960007,57
151,a woman is slicing an onion .,a woman is slicing lemons .,2.2,539,0.590125753,839,0.582351675,499,0.688947793,572,0.635134422,538,-0.205418158,274
193,men are playing soccer .,two teams play soccer .,3,709,0.577327193,798,0.695211033,790,0.761827721,730,0.728317284,776,-0.205771601,128
1369,funeral of ian paisley to take place in belfast,funeral of mh17 victim liam sweeney takes place in newcastle,0,108,0.345478509,272,0.427423479,276,0.489621484,292,0.454250304,282,-0.20634098,-36
801,"yes , you should mention your experience .","yes , you should make a résumé .",2,503,0.4517063,458,0.518141155,375,0.588909111,400,0.552563734,390,-0.207970766,-33
604,the cats are running through the grass .,some dogs running through the park .,2,465,0.551983626,739,0.563789768,459,0.662335386,511,0.607643544,484,-0.208897379,188
322,the man is sitting cross legged wearing a cloak and holding a stick .,man sitting cross legged while wearing a brown cloth and holding a wooden stick .,3.8,999,0.696454075,1086,0.819364583,1112,0.926314062,1072,0.858186885,1073,-0.209717616,54
310,two women sitting outside laughing .,two women standing outside of a bus .,2.4,583,0.576685257,795,0.591457859,518,0.689396772,576,0.636600459,541,-0.210650429,263
134,a child is waking up .,a girl is waking up .,3.2,796,0.699397709,1093,0.726552618,856,0.818507766,853,0.772018076,868,-0.211065206,243
683,this is a problem that the professor has to deal with .,this is a big problem .,1,262,0.373579345,303,0.520044474,379,0.552502731,352,0.533059212,366,-0.211381642,-22
1159,syrian opposition pleads for criminal court action,syrian opposition leader criticizes u.s.,2.2,558,0.4124574,368,0.537291441,407,0.608254776,429,0.568649565,417,-0.211675511,83
467,four girls in swimsuits are playing volleyball at the beach .,four ladies in swimsuits play sand volleyball on the beach .,4,1069,0.721165454,1148,0.885152219,1251,0.988091839,1173,0.933034462,1218,-0.212196914,53
987,"the report cites the marriage of the alleged operational commander of the bali bombings , mukhlas , to farida , a "" highly cosmopolitan and well-educated young woman "" .","the report cites the marriage of the alleged operational commander of the bali bombings , mukhlas , as an example of how ji uses marriage to grow .",3.4,879,0.610325543,897,0.681526459,758,0.821821121,863,0.746098083,814,-0.212441325,107
138,a man is playing a flute .,a man is playing a guitar .,2,446,0.698225772,1090,0.69841419,795,0.804581394,824,0.750701412,830,-0.212522827,237
15,a man is playing a guitar .,a man is playing a keyboard .,1.8,413,0.705322938,1107,0.705968152,818,0.811927991,836,0.758172437,844,-0.212564891,253
551,a man is playing his guitar at joe 's cafe .,the man is playing the drums for his mom .,1.2,322,0.415407351,376,0.456373363,302,0.542223228,338,0.497382065,328,-0.212665743,42
541,the road is long .,there is nothing on the side of the road .,0.8,233,0.346420212,274,0.512406728,369,0.535988686,329,0.522647225,347,-0.213150432,-15
295,a little girl is laughing at the camera .,a white cow with big ears looking into the camera .,0.2,119,0.252652441,135,0.368681277,228,0.418186777,235,0.391586226,231,-0.215039837,-107
1083,"the nasdaq composite index rose 19.67 , or 1.3 percent , to 1523.71 , its highest since june 18 .",the s & p 500 had climbed 16 percent since its march low and yesterday closed at its highest since dec. 2 .,0.8,237,0.381089932,314,0.489061267,339,0.542696732,339,0.51145724,337,-0.215242265,-25
93,two men pushed carts through the woods .,two men are pushing carts .,3.5,901,0.593699077,846,0.743917552,893,0.88280215,977,0.812400542,953,-0.215385826,-89
785,"yes , there is a chemical difference .","yes , there is a reason for it .",0,83,0.388329332,329,0.477456848,330,0.541045053,336,0.508640291,334,-0.216303925,-13
60,the man is kissing and hugging the woman .,a man is hugging and kissing a woman .,5,1285,0.979763164,1371,0.993398803,1369,1.121582835,1333,1.048594514,1354,-0.216327637,74
44,a man is cutting apple by his hand .,a man is cutting carpet with a knife .,1.5,375,0.448620878,451,0.522455184,385,0.593807234,406,0.55734478,395,-0.216538407,24
0,a girl is styling her hair .,a girl is brushing her hair .,2.5,607,0.6949506,1083,0.737741067,877,0.824705506,871,0.778320897,881,-0.216719347,218
255,a man with a bicycle at a coffee house .,man walking bicycle to patio of a coffee shop .,3.2,802,0.552026991,740,0.768178617,966,0.856737797,916,0.805189626,933,-0.217323968,-2
472,two dogs playing in snow .,two dogs playing in grass .,2.4,591,0.668434942,1032,0.649608681,669,0.767829449,744,0.706621381,719,-0.217615274,213
884,results from no. 2 u.s. soft drink maker pepsico inc . ( nyse : pep - news - people ) were likely to be in the spotlight .,wall street was also waiting for aluminum maker alcoa inc . ( nyse : pep - news - people ) to report earnings after the close .,2,515,0.469068652,499,0.577008752,490,0.631849157,464,0.594833796,462,-0.217620911,-61
806,i 'm going to go out on a limb here ...,i 'm going to be very direct here .,2,505,0.479412828,539,0.543158935,420,0.620129409,445,0.579200373,433,-0.217687056,-1
7,a man is playing the drums .,a man is playing the guitar .,2.2,534,0.719075373,1143,0.705772097,817,0.821467079,862,0.762853286,852,-0.218086689,236
1186,afghan parliament votes to oust key ministers,afghan parliament votes to remove key ministers,4.8,1274,0.874777996,1341,0.903957688,1288,1.139887888,1348,1.012131083,1328,-0.218511459,-67
914,"kyi , a u.n. envoy says , as japan adds to growing international pressure by saying it will halt its hefty economic aid unless suu kyi is freed .","japan added to growing international pressure on burma yesterday , threatening to halt its hefty economic aid unless the military government released pro-democracy leader aung san suu kyi .",3,760,0.578258666,801,0.72959759,863,0.78512443,780,0.749222205,821,-0.218909937,104
711,hope this is what you are looking for .,"if what you are looking for is much higher , they get the picture .",1,265,0.384207716,323,0.500832736,355,0.551999944,350,0.393308204,233,-0.218959437,-22
1004,"graves reported from albuquerque , villafranca from austin and ratcliffe from laredo .",pete slover reported from laredo and gromer jeffers from albuquerque .,1.25,342,0.617638738,914,0.689675261,777,0.76352294,735,0.720446796,756,-0.219731881,221
257,a young blonde girl wearing a helmet sits with a red bicycle behind her .,a young girl wearing a bike helmet with a bicycle in the background .,3.4,852,0.600153221,866,0.796843055,1052,0.888268694,988,0.830586249,996,-0.219847553,-58
512,three women cook .,two women cooking .,3.2,808,0.791602039,1266,0.789485116,1026,0.900686925,1015,0.845153098,1042,-0.220286696,262
513,the woman is kneeling next to a cat .,a girl is standing next to a man .,0.2,124,0.444090068,436,0.550608994,432,0.607600041,426,0.576070985,428,-0.22050102,16
1008,hilsenrath and klarman each were indicted on three counts of securities fraud .,klarman was charged with 16 counts of wire fraud .,1.4,363,0.478872527,538,0.633380813,626,0.666406707,521,0.645796405,573,-0.220560073,122
79,a monkey is playing drums .,a gorilla plays the drums .,2.8,671,0.653226876,995,0.68736197,773,0.78085735,768,0.733675988,786,-0.221125854,232
732,"if you are not sure how to do it , don 't do it at all .","if not , don 't do that and spend that time with something you like to do .",1,267,0.515114777,629,0.636911761,634,0.687145499,567,0.65737013,593,-0.22226446,129
1071,"the sunshine group ltd represented the developers , the related companies and apollo real estate advisors lp , on the deal .","the developers , the related cos. and apollo real estate advisors , hope sales top $ 1 billion .",1.6,397,0.516136619,634,0.639936234,644,0.689562438,577,0.661013787,604,-0.223052024,124
991,the american conservatives are clearly in the minority within the episcopal church .,the letter indicates the vatican 's interest in bolstering conservatives within the episcopal church .,1.8,430,0.485932112,557,0.659148824,697,0.684264646,559,0.671043004,627,-0.223448356,136
518,a person filming the outdoors .,there is a couple outdoors .,1.6,388,0.430498078,404,0.573355899,481,0.613687203,434,0.590263398,452,-0.22352043,17
571,ten people riding atvs .,4 people are riding bikes,1.6,390,0.45766618,472,0.589310124,516,0.635269714,471,0.609307399,488,-0.223563125,46
613,the person is wearing a fedora .,a man is wearing a uniform .,1.6,392,0.437636697,423,0.592361418,521,0.62682048,455,0.609453101,489,-0.223642845,34
147,a man is breaking wooden boards with his hand .,a man is breaking tiles with his hands .,2.5,610,0.534830094,686,0.529382244,395,0.644342311,485,0.585489737,444,-0.224472284,41
22,two zebras play in an open field .,two zebras are playing in a field .,4.2,1149,0.710833828,1120,0.842839567,1165,1.018563993,1229,0.928049859,1206,-0.225122247,-115
1171,denver shooting : police to detonate devices in suspect 's home,police to detonate devices in colorado shooting suspect 's home,4.6,1242,0.936753065,1362,0.95249359,1347,1.057702454,1279,0.992984427,1313,-0.226158252,151
1140,mier ups 2012 growth forecast to 4.2pc,cmie cuts 2012-13 growth forecast to 6.3 %,0.8,238,0.506950073,614,0.544270691,422,0.638719337,478,0.585419905,443,-0.22621791,80
747,this answer is based on my experience teaching undergraduate math in the us .,this answer is based on experience i did not researched for references .,2,492,0.41898708,383,0.495985764,347,0.570688618,372,0.529783787,362,-0.226404392,14
660,you can buy it on amazon for $ 5 .,you can buy it on ebay for $ 25 and up .,2,470,0.587856808,834,0.649034257,667,0.731687001,661,0.689116806,673,-0.226482938,179
919,trading in loral was halted yesterday ; the shares closed on monday at $ 3.01 .,"the new york stock exchange suspended trading yesterday in loral , which closed at $ 3.01 friday .",3.8,1016,0.641341909,961,0.81031396,1088,0.957746039,1129,0.874946691,1105,-0.226520027,-99
787,i would look at this : u.s.,i would look at this way :,2,499,0.574616141,791,0.575844482,487,0.688735899,571,0.630256457,531,-0.227011177,160
864,"yes , there is at least one to my knowledge .","to my knowledge , there 's no time requirement .",1,291,0.541721998,708,0.626564265,597,0.69809561,600,0.658139558,597,-0.227904957,105
589,2 cows are in a field .,two sheep are in a field .,2.4,594,0.533231265,681,0.611358755,564,0.686506932,562,0.648167573,576,-0.228423843,53
736,"i would say you can do it , but it wouldn 't be advised .","personally , i would say not unless it suits you .",2,490,0.404504366,355,0.54151869,418,0.587307438,399,0.560549853,400,-0.22859182,25
1366,13 killed in afgan terror attack,6 killed in afghan capital mosque attack,2,531,0.528238171,664,0.627439055,604,0.692191329,585,0.653637602,586,-0.228705432,98
707,you need to read a lot to know what you like and what you don 't .,you should tell a good story and sometimes you have to tweak reality / history to do so .,0,69,0.272621004,159,0.469980561,318,0.48574638,287,0.476100068,298,-0.228891195,-97
1020,the senate agreed tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons .,both the house and senate bills would end the ban on research and development of low-yield nuclear weapons .,3.6,948,0.651066183,991,0.751126041,914,0.884524067,982,0.813149908,956,-0.228988276,9
1267,japan revises gdp growth to annual 1.1 pct in q3,japan ’ s gdp growth downgraded to annual 1.1 %,3.4,897,0.606887823,883,0.721943507,849,0.852964789,908,0.778473954,883,-0.230873893,40
625,"i remained under the banyan tree , exhausted by my daily ritual of dragooning the men every two hours .","i remained under the banyan tree , exhausted by my daily ritual of herding the cats every two hours .",3,728,0.824855781,1304,0.850464429,1180,0.95341744,1120,0.890186942,1138,-0.231514671,244
580,the child 's bike got wet .,she is putting away the bike .,1.2,325,0.298886992,196,0.426605137,273,0.478877283,277,0.450398101,280,-0.232262436,85
54,a man is playing the piano .,a man played the guitar .,2,443,0.653399377,996,0.714862515,835,0.800313551,816,0.757069663,842,-0.23236521,199
37,a man is cutting a pipe with scissors .,a man is cutting carpet with a knife .,1.2,309,0.522142835,647,0.618390112,581,0.687074882,566,0.651887444,581,-0.233616817,96
547,a man is working on his farm .,an old guy is working on his farm and a cow kicks him .,2.8,687,0.478750714,537,0.688166263,775,0.781650849,773,0.732454904,784,-0.233886149,66
130,two men are playing football .,two men are practicing football .,3.4,849,0.678296345,1053,0.671248107,723,0.802516099,821,0.73594183,792,-0.23457665,274
526,the girl has something on her head .,the woman has something with her .,2.6,635,0.54307049,711,0.619400255,583,0.699025471,604,0.654035107,587,-0.235580196,66
421,a black and tan dog standing in a field near trees,a white dog is standing by a river shaking himself dry .,1.8,421,0.399251534,349,0.468404467,316,0.551628997,349,0.505576543,332,-0.235601993,33
954,"downstream at mount vernon , the skagit river was expected to crest at 36 feet -- 8 feet above flood stage -- tonight , burke said .","the skagit was expected to crest during the night at 38 feet at mount vernon , 10 feet above flood stage , the national weather service said .",3,766,0.769617015,1237,0.846413394,1172,0.926389877,1074,0.877317295,1110,-0.236749345,261
959,"martin , 58 , will be freed today after serving two thirds of his five-year sentence for the manslaughter of 16-year-old fred barras .",martin served two thirds of a five-year sentence for the manslaughter of barras and for wounding fearon .,3,767,0.574299136,790,0.762826893,954,0.812713114,840,0.783950642,893,-0.236898471,64
165,a little boy hits a golf ball .,the little boy swung at the golf ball .,4,1045,0.738703366,1179,0.783413467,1008,0.957415626,1127,0.865681923,1085,-0.236948085,7
1031,"it will take time to oust die-hard remnants of saddam hussein 's deposed regime in iraq , defense secretary donald h. rumsfeld said tuesday .",defense secretary donald h. rumsfeld said tuesday it will take time to locate die-hard remnants of saddam hussein 's deposed regime in iraq .,4.8,1270,0.955379755,1366,0.975408162,1361,1.088643881,1318,1.024717073,1337,-0.237259355,91
1256,"syria regime claims evacuation of 5,000 near damascus",syria army continues mop-up operations near damascus,1.6,404,0.473745905,514,0.560302428,452,0.635761552,473,0.590650718,453,-0.237474772,20
412,the black and white dog has its mouth wide open .,a black and white dog jumps in the snow .,1.8,420,0.418359047,381,0.490501671,340,0.573230911,373,0.52747645,354,-0.237601105,25
793,"problem is , the system doesn 't account for people who could care less about money , or title .",the joker doesn 't care about money .,1,278,0.413019609,370,0.580316649,494,0.615578979,438,0.593103938,460,-0.237821699,-12
1017,he was tracked to atlanta where he was arrested on tuesday night .,"he was arrested in atlanta , georgia , on monday night by police acting on a tip-off .",2.5,614,0.522248546,649,0.647059223,658,0.703645626,616,0.66428793,612,-0.237983483,75
537,the young woman is flirting with the young boy .,the girl is young and cheery .,1.4,359,0.451883429,459,0.611023038,563,0.650545603,491,0.625933898,524,-0.238184739,40
443,a surfer is riding on a breaking wave .,a group of surfers catching a wave,2.6,630,0.528468085,665,0.720159538,846,0.74369756,688,0.727179394,770,-0.238767496,135
1262,david cameron puts sri lanka on notice over war crime allegations,sri lanka warned over war crime allegations,3.6,960,0.610271301,896,0.742141466,891,0.905535747,1028,0.823517016,979,-0.239201329,-3
616,a couple is playing the game of life .,the family is playing a game together .,2.6,638,0.597219308,857,0.649942373,673,0.743404894,687,0.693925067,688,-0.239648108,156
1121,"the technology-laced nasdaq composite index .ixic was down 25.36 points , or 1.53 percent , at 1,628.26 .","the broader standard & poor 's 500 index .spx gave up 11.91 points , or 1.19 percent , at 986.60 .",0.75,213,0.437116394,421,0.539050194,412,0.608134623,427,0.56930489,418,-0.240102658,-21
693,"you just have to base your answer on what you do know , which is what you want .",th answer to you problem is that you dont actually know what you 're getting in .,2,479,0.469727029,503,0.627097572,602,0.668516888,524,0.642103021,558,-0.240209175,57
490,a light-colored dog runs through the grass .,a dog runs through the grass .,4,1071,0.65503625,1003,0.812087117,1094,0.999236172,1198,0.899434278,1158,-0.241421477,-163
1283,southwest jet hit nose first,southwest jet 's nose gear landed first,3.6,962,0.648169365,983,0.797086191,1053,0.915578979,1051,0.844691942,1037,-0.242241133,-66
1009,the new sensor -- dubbed canary for ' ' cellular analysis and notification of antigen risks and yields ' ' -- hijacks this natural process with two important changes .,"the team has named the sensor canary , for cellular analysis and notification of antigen risks and yields .",3.6,947,0.673095867,1039,0.856749163,1194,0.933107378,1088,0.886238246,1131,-0.242561459,57
825,you don 't need to know everything .,they just don 't want you to know it .,1,284,0.67484061,1047,0.790045884,1029,0.853743649,911,0.816696749,965,-0.242600804,254
1201,opposition leaders emerge to commemorate cambodian workers ' deaths,cambodia opposition leaders summoned to court,0.4,169,0.37396104,304,0.507844916,362,0.563068509,364,0.528757232,358,-0.244331062,-62
170,a man is playing drums .,a man is playing his guitar .,1.8,414,0.673303258,1042,0.695960811,792,0.806850408,829,0.750419584,828,-0.244436746,176
132,a man is peeling a potato .,a man is slicing a potato .,2.6,618,0.685810295,1064,0.691517104,782,0.811099367,835,0.750494915,829,-0.244871336,176
1046,looking to buy the latest harry potter ?,harry potter 's latest wizard trick ?,1.9,440,0.574737685,792,0.688075839,774,0.75404208,714,0.710851553,733,-0.245270636,138
750,it depends on what you want to have in your tank .,it depends on what you want to achieve .,2,493,0.605953515,881,0.730230354,865,0.790910766,792,0.694995375,693,-0.245637663,162
517,a woman drives a golf cart .,a man riding a cart .,1.8,422,0.454777476,468,0.595122907,528,0.64787783,489,0.619464655,508,-0.245855277,18
